4.477044317723158e-17	3.006944125768534e-16	1.801987153149552e-15	9.593733155680396e-15	4.5286709159692276e-14	1.8936986683266068e-13	7.0118470343394e-13	2.2985646037870947e-12	6.670347991761543e-12	1.7135313473208034e-11	3.8965516491911585e-11	7.843512508892219e-11	1.3975946464570002e-10	2.2044073912254273e-10	3.077814778070213e-10	3.8039405218763864e-10	4.1616714670110646e-10	4.030433249373604e-10	3.4554707546279443e-10	2.6230139541865924e-10	1.7637376530014375e-10	1.0520123226703707e-10	5.589956309003205e-11	2.6793863250686974e-11	1.1991942833752592e-11	5.42478715756912e-12	2.783398256973567e-12	1.6938998761426192e-12	1.121285005595678e-12	7.240419135931422e-13	4.2935721460023057e-13	2.282597036917048e-13	1.0787567842975742e-13	4.519262936228101e-14	1.6766888332357023e-14	5.5073536611460784e-15	1.6013796728585661e-15	4.1218440784412984e-16	9.391384978320997e-17	1.8941169983826914e-17	3.381601205919058e-18	5.344119453346119e-19	7.475977683408241e-20	9.257588165231463e-21	1.0147655439324075e-21	9.846265657674003e-23	8.456981072360477e-24	6.429795142634113e-25	4.327298750608711e-26	2.577950571919821e-27	1.3594719648676147e-28	6.346055823473297e-30	2.622258381628989e-31	9.591467029751295e-33	3.10550731143835e-34	8.900574415590526e-36	2.2580911922107294e-37
2.8246456233649874e-16	1.8663199135824e-15	1.1099918654376572e-14	5.889238537788686e-14	2.775673340348035e-13	1.159863979849606e-12	4.293339444909716e-12	1.4072199833234512e-11	4.083483731645313e-11	1.0489809030209771e-10	2.3853774138844204e-10	4.80167487937199e-10	8.556017806644455e-10	1.3495617412965801e-9	1.8843247616209953e-9	2.3289565186447986e-9	2.5480769779561587e-9	2.467849781146867e-9	2.1159696550815764e-9	1.6064799341330587e-9	1.080668494675205e-9	6.453538817538108e-10	3.4411269665929083e-10	1.6660803611061662e-10	7.659449771709569e-11	3.672104599949404e-11	2.0484571483284992e-11	1.3366947777565363e-11	9.174224236618313e-12	6.008887491799285e-12	3.580975613814063e-12	1.9068925296622597e-12	9.016783980210191e-13	3.778057574753078e-13	1.401765366911169e-13	4.6043860814382964e-14	1.338826271673541e-14	3.4460483071903417e-15	7.851617041679832e-16	1.5835652893283884e-16	2.827166300902066e-17	4.467915893568344e-18	6.250240738229762e-19	7.739743271158753e-20	8.483877340972624e-21	8.231902157253839e-22	7.070400241277258e-23	5.3755854621428696e-24	3.6178079637879796e-25	2.1552776005729423e-26	1.1365770543293298e-27	5.305575702145054e-29	2.1923208258502018e-30	8.01887909232609e-32	2.596337720598671e-33	7.441263139947603e-35	1.8878613861985513e-36
1.6296569861222423e-15	1.0415354667068498e-14	6.096362216131137e-14	3.210717599758774e-13	1.5081865607179162e-12	6.292740942032601e-12	2.327757794017875e-11	7.627442080743572e-11	2.2130800945524013e-10	5.684839659130285e-10	1.2927342124176832e-9	2.6022902428798714e-9	4.6371532805859565e-9	7.314654452316201e-9	1.021367430976547e-8	1.2624572204125257e-8	1.3813429120768671e-8	1.3379786276884025e-8	1.1473603334803591e-8	8.713192263031537e-9	5.864879910513438e-9	3.5082214997658986e-9	1.8795861621881624e-9	9.223725100745206e-10	4.388498507911803e-10	2.251073528023345e-10	1.3657077116211335e-10	9.465170369113335e-11	6.682645030963336e-11	4.423573804588892e-11	2.645724008857868e-11	1.4105146083719019e-11	6.672092288270153e-12	2.7959263190644662e-12	1.0373955356921116e-12	3.407552309116231e-13	9.908188625984488e-14	2.5502944908976257e-14	5.8106836232048824e-15	1.1719349662074066e-15	2.092273816425857e-16	3.306525846410051e-17	4.625551673757056e-18	5.727871450216632e-19	6.278574302804477e-20	6.092097254682972e-21	5.232516542017153e-22	3.9782527521633655e-23	2.677392891395676e-24	1.5950334961175476e-25	8.411345548720771e-27	3.926441264555649e-28	1.6224476717143047e-29	5.934446980054742e-31	1.9214441771931156e-32	5.506976852425921e-34	1.3971295945047498e-35
8.850304351728887e-15	5.3113413632404757e-14	3.0094578626826777e-13	1.5604695313029093e-12	7.277549728436016e-12	3.0266078321400375e-11	1.1179533574087643e-10	3.6609233001848936e-10	1.0619333470486213e-9	2.7276112608056744e-9	6.2026127794254225e-9	1.248654643747075e-8	2.2252141324729494e-8	3.5104054498201366e-8	4.9022619974867645e-8	6.060238265952332e-8	6.631950235734849e-8	6.424923363685273e-8	5.5109222141389465e-8	4.186775277216894e-8	2.8206605186144638e-8	1.6912006447708586e-8	9.12033489464642e-9	4.556548453022758e-9	2.2633130420179787e-9	1.2522593284940545e-9	8.233390303234521e-10	5.999601372074611e-10	4.3283905685511197e-10	2.887453177569539e-10	1.7313874860398023e-10	9.23787148327943e-11	4.370739874689774e-11	1.831646323535618e-11	6.796134159806534e-12	2.2323229042040497e-12	6.490908749312659e-13	1.6707025709459072e-13	3.8065751820018384e-14	7.677320298213564e-15	1.3706419751579364e-15	2.16609270662488e-16	3.030179956650612e-17	3.7523039241344725e-18	4.1130662135621654e-19	3.9909054837689486e-20	3.427797808913359e-21	2.606135203669635e-22	1.7539478148393878e-23	1.0448991221452327e-24	5.510233824434245e-26	2.572193623523949e-27	1.062858009586841e-28	3.8876289252350614e-30	1.2587292433699287e-31	3.607595207188449e-33	9.152531712477615e-35
4.7120134625120594e-14	2.546523127043433e-13	1.356571193372761e-12	6.814373022832056e-12	3.13014828383264e-11	1.2927118956561692e-10	4.759975559636772e-10	1.5565903737922237e-9	4.512687618698577e-9	1.1588801854539846e-8	2.6352910537254144e-8	5.3056281449531564e-8	9.456562179737289e-8	1.49212449210721e-7	2.0842347682174477e-7	2.5772510571922234e-7	2.8212406713820314e-7	2.7341271173712317e-7	2.3462074862619632e-7	1.7836747117068253e-7	1.203303598215136e-7	7.238849302642573e-8	3.939038822704356e-8	2.0150141802015334e-8	1.0549752065584996e-8	6.330219258086604e-9	4.478865519564989e-9	3.39760053319841e-9	2.4908533276332635e-9	1.6707632423340995e-9	1.0035355893238953e-9	5.356910578309608e-10	2.5347720201890057e-10	1.0622411822129257e-10	3.941238595350398e-11	1.2945480452362164e-11	3.764088083309332e-12	9.688329361835827e-13	2.2074014122743574e-13	4.451996435967109e-14	7.948187590351259e-15	1.256089191821097e-15	1.757160679701151e-16	2.1759095364611074e-17	2.385109901963041e-18	2.314270177822705e-19	1.9877317194633998e-20	1.5112610453363027e-21	1.0170895639326964e-22	6.059222304458164e-24	3.195306668805229e-25	1.4915786972846383e-26	6.163363230630826e-28	2.2543810098043603e-29	7.299192784611306e-31	2.091993415763991e-32	5.307423637544672e-34
2.550863458050254e-13	1.1952494942363027e-12	5.742625655399353e-12	2.7154944227847787e-11	1.2093062939436977e-10	4.921117039357735e-10	1.7998431019998142e-9	5.8682344259844614e-9	1.699136494039541e-8	4.3615874667106544e-8	9.917886857844195e-8	1.9971127979988446e-7	3.5606511945066347e-7	5.620447835516972e-7	7.854420847887078e-7	9.717491812326378e-7	1.064376034030818e-6	1.0322025297367505e-6	8.864709563805641e-7	6.747057729064319e-7	4.561318866761709e-7	2.757342019922494e-7	1.5191541071713695e-7	8.014241920084193e-8	4.465319279027131e-8	2.9101118074552966e-8	2.194235139401123e-8	1.7167503713296403e-8	1.2730095375338933e-8	8.569468846945009e-9	5.152090090258878e-9	2.7506245977780282e-9	1.3014687956563355e-9	5.453602877018474e-10	2.0233222017506818e-10	6.645552292349007e-11	1.932235821509121e-11	4.973262670292014e-12	1.1331019998492484e-12	2.285280851495663e-13	4.079915115786415e-14	6.447664780895128e-15	9.01971522159111e-16	1.116919357591878e-16	1.2243037009592626e-17	1.1879405316800873e-18	1.02032455138932e-19	7.757468400137152e-21	5.220831798460682e-22	3.1102648800081384e-23	1.6401857271232821e-24	7.656435892745711e-26	3.163721451434647e-27	1.1571983141930793e-28	3.746755112198074e-30	1.0738429923879421e-31	2.7243583284692256e-33
1.4128414240261266e-12	5.699491078488318e-12	2.3765199725383934e-11	1.0151223560121273e-10	4.261072011341024e-10	1.6824585961257101e-9	6.066147621741062e-9	1.9651290365570283e-8	5.6745126600809367e-8	1.45518828036205e-7	3.3085286822216303e-7	6.664246928242828e-7	1.1888427739261812e-6	1.8779819245664073e-6	2.626774108658448e-6	3.2531552539436708e-6	3.5672899949254534e-6	3.4638503867788733e-6	2.979244245466666e-6	2.2720952819985764e-6	1.5412446029492209e-6	9.384095782877929e-7	5.25981958122377e-7	2.886337278073551e-7	1.7256422504498749e-7	1.2174234822788008e-7	9.668673106079572e-8	7.73532489495888e-8	5.7780918741961223e-8	3.896830456278007e-8	2.343270805849262e-8	1.2507726063762019e-8	5.91665428144113e-9	2.478824004973716e-9	9.195447263588251e-10	3.019980044789197e-10	8.780343090925876e-11	2.2598496331949337e-11	5.148718778690417e-12	1.0384006754104055e-12	1.8538460081163533e-13	2.92970090720786e-14	4.0983841269839664e-15	5.075058638246401e-16	5.562987253530669e-17	5.397757913580561e-18	4.636144073591542e-19	3.524832918176049e-20	2.372237595544255e-21	1.4132397295278982e-22	7.452662905682308e-24	3.4789252191269847e-25	1.4375292116556218e-26	5.258068382269846e-28	1.702447568898814e-29	4.879319148277519e-31	1.2378917587055503e-32
7.773680058915287e-12	2.781903529964803e-11	9.983321128265379e-11	3.704968383030072e-10	1.407188356715961e-9	5.244365066906424e-9	1.8363752787883318e-8	5.868279959691687e-8	1.684517202337695e-7	4.3102333699144374e-7	9.795595591468512e-7	1.9740728656026347e-6	3.525212385416752e-6	5.576456574430134e-6	7.813000950658953e-6	9.694601102617665e-6	1.0653249888207721e-5	1.0368499047613748e-5	8.94190940644025e-6	6.843293838993459e-6	4.667764689775879e-6	2.872983030034549e-6	1.6490970616228272e-6	9.504381184564073e-7	6.127569489087626e-7	4.6394439368964815e-7	3.831133506800039e-7	3.108972635314743e-7	2.3304302732999098e-7	1.5717829851402642e-7	9.44492167766529e-8	5.037948023455634e-8	2.3819246263851963e-8	9.975793883662261e-9	3.6998048122979136e-9	1.2149280407415348e-9	3.532008217434642e-10	9.09008422025492e-11	2.0709731501611618e-11	4.176692372060787e-12	7.456526791873184e-13	1.1783749383488252e-13	1.6484329097053134e-14	2.0412619715611826e-15	2.237511106175028e-16	2.1710519778612114e-17	1.864719702509986e-18	1.4177350194482223e-19	9.54145609563322e-21	5.684238297387504e-22	2.9975600880624617e-23	1.3992699351061882e-24	5.781933373012802e-26	2.114864915939941e-27	6.847470213053557e-29	1.9625270264686567e-30	4.978965757411923e-32
4.0745312416250625e-11	1.3507510863071708e-10	4.2947302997390857e-10	1.3715714097769134e-9	4.5322277963237326e-9	1.531304671418132e-8	5.0694560869202814e-8	1.5752179485837302e-7	4.464811903506337e-7	1.1367398621402992e-6	2.580243895981858e-6	5.203544171972508e-6	9.309037157597486e-6	1.4763475895054317e-5	2.0750206760803695e-5	2.5841048107105378e-5	2.8507066670305558e-5	2.7858134333463203e-5	2.4133866558924895e-5	1.8577097766942052e-5	1.2784994062296755e-5	7.998881565614799e-6	4.743054322660178e-6	2.8979799152860288e-6	2.0134113124208106e-6	1.6137497386920743e-6	1.366684027528069e-6	1.1160650280219824e-6	8.36152615204285e-7	5.628150506496144e-7	3.375668982147981e-7	1.7981123424547512e-7	8.493530658207968e-8	3.555076308546529e-8	1.3180101875521554e-8	4.327047382340147e-9	1.2577754552968388e-9	3.2367834090181444e-10	7.373930237661151e-11	1.487114949341704e-11	2.6548578588706463e-12	4.195501401269578e-13	5.869067742478947e-14	7.26766861019789e-15	7.966374407777585e-16	7.729746281079095e-17	6.639085959480204e-18	5.047654672479515e-19	3.397106263696961e-20	2.0237958451396215e-21	1.0672404872022931e-22	4.9819100639921315e-24	2.0585786258437302e-25	7.529688666577035e-27	2.437948816719369e-28	6.987313397022902e-30	1.7726955874310318e-31
1.9679472730267978e-10	6.256372737339015e-10	1.8404825168260144e-9	5.20231941232558e-9	1.4797831484049104e-8	4.3582902618279824e-8	1.311377079239619e-7	3.861132967554066e-7	1.066139865151747e-6	2.684767887082738e-6	6.074334507880531e-6	1.225913651927915e-5	2.1999429411478615e-5	3.5063822582516336e-5	4.961723289603213e-5	6.228055819600805e-5	6.922837064738999e-5	6.807659456409698e-5	5.9320181678225674e-5	4.602375568752451e-5	3.2098037955777176e-5	2.0568126380379632e-5	1.272906116375836e-5	8.299384515877886e-6	6.164743678507416e-6	5.138829640964082e-6	4.400716916674154e-6	3.5870677620846526e-6	2.673936767418038e-6	1.7914691947237835e-6	1.0707586146818069e-6	5.69001734244796e-7	2.683549599336594e-7	1.1221292393664154e-7	4.157652166784984e-8	1.3644575076300138e-8	3.965288164193564e-9	1.0202996854220336e-9	2.3242304072046874e-10	4.6871057256032244e-11	8.36738617958973e-12	1.3222866014282146e-12	1.8497237833064206e-13	2.2905014342730227e-14	2.510700036162261e-15	2.436119466841685e-16	2.09238304078738e-17	1.5908245404308989e-18	1.0706354884343341e-19	6.378214539533588e-21	3.3635251185197174e-22	1.5701034082381885e-23	6.487836042308025e-25	2.3730646221877896e-26	7.683473062749828e-28	2.2021382783433444e-29	5.586923826866009e-31
